4/10,Fordham High School For The Arts,"500 East Fordham Road, Bronx, NY, 10458","Public district, 9-12",357
4/10,Ps Ms 4 Crotona Park West,"1701 Fulton Avenue, Bronx, NY, 10457","Public district, PK-8",577
4/10,Ps 157 Grove Hill,"757 Cauldwell Avenue, Bronx, NY, 10456","Public district, PK-5",646
4/10,Pelham Preparatory Academy,"925 Astor Avenue, Bronx, NY, 10469","Public district, 9-12",496
4/10,Mott Hall V,"1551 East 172nd Street, Bronx, NY, 10472","Public district, 6-12",684
4/10,Bronx Studio School For Writers And Artists,"928 Simpson Street, Bronx, NY, 10459","Public district, 6-12",644
4/10,Theatre Arts Production Company School,"2225 Webster Avenue, Bronx, NY, 10457","Public district, 6-12",619
4/10,Bronx School Of Science Inquiry And Investigation,"40 West Tremont Avenue, Bronx, NY, 10453","Public district, 6-8",409
4/10,West Bronx Academy For The Future,"500 East Fordham Road, Bronx, NY, 10458","Public district, 6-12",611
4/10,High School of Computers and Technology,"800 East Gun Hill Road, Bronx, NY, 10467","Public district, 9-12",563
4/10,Collegiate Institute For Math And Science,"925 Astor Avenue, Bronx, NY, 10469","Public district, 9-12",606
4/10,Knowledge And Power Preparatory Academy Iii,"2055 Mapes Avenue, Bronx, NY, 10460","Public district, 6-8",388
4/10,Hyde Leadership Charter School,"730 Bryant Avenue, Bronx, NY, 10474","Public charter, K-12",978
4/10,International School for Liberal Arts,"2780 Reservoir Avenue, Bronx, NY, 10468","Public district, 6-12",516
4/10,The Bronx Mathematics Preparatory School,"456 White Plains Road, Bronx, NY, 10473","Public district, 6-8",233
4/10,Urban Assembly School for Applied Math and Science,"1595 Bathgate Avenue, Bronx, NY, 10457","Public district, 6-12",615
4/10,Knowledge And Power Prep Academy International High School,"500 East Fordham Road, Bronx, NY, 10458","Public district, 9-12",484
4/10,Cornerstone Academy For Social Action,"3441 Steenwick Avenue, Bronx, NY, 10475","Public district, PK-5",377
4/10,Grant Avenue Elementary School,"250 East 164th Street, Bronx, NY, 10456","Public district, PK-5",439
4/10,Cornerstone Academy for Social Action Middle School,"3441 Steenwick Avenue, Bronx, NY, 10475","Public district, 6-8",267
4/10,Urban Scholars Community School,"1180 Tinton Avenue, Bronx, NY, 10456","Public district, PK-5",263
4/10,The Cinema School,"1551 East 172nd Street, Bronx, NY, 10472","Public district, 9-12",294
4/10,Bronx Global Learning Institute For Girls Charter School,"750 Concourse Village West, Bronx, NY, 10451","Public charter, K-8",443
4/10,Bronx Community Charter School,"3170 Webster Avenue, Bronx, NY, 10467","Public charter, K-8",513
4/10,Equality Charter School,"4140 Hutchinson River Parkway East, Bronx, NY, 10475","Public charter, 6-12",650
4/10,High School For Language And Innovation,"925 Astor Avenue, Bronx, NY, 10469","Public district, 9-12",363
4/10,Blueprint Middle School,"1111 Pugsley Avenue, Bronx, NY, 10472","Public district, 6-8",338
4/10,Archer Elementary School,"1827 Archer Street, Bronx, NY, 10460","Public district, PK-5",502
4/10,Highbridge Green School (The),"200 West 167th Street, Bronx, NY, 10452","Public district, 6-8",397
4/10,Bronx Alliance Middle School,"3750 Baychester Avenue, Bronx, NY, 10466","Public district, 6-8",335
3/10,Ps 51 Bronx New School,"695 East 182nd Street, Bronx, NY, 10457","Public district, PK-5",219
3/10,Ps 23 The New Children S School,"2151 Washington Avenue, Bronx, NY, 10457","Public district, PK-5",495
3/10,Ps 214,"1970 West Farms Road, Bronx, NY, 10460","Public district, PK-8","1,084"
3/10,Ps 212,"1180 Tinton Avenue, Bronx, NY, 10456","Public district, PK-8",441
3/10,Health Opportunities High School,"350 Gerard Avenue, Bronx, NY, 10451","Public district, 9-12",495
3/10,Harry S Truman High School,"750 Baychester Avenue, Bronx, NY, 10475","Public district, 9-12","1,984"
3/10,Ps 5 Port Morris,"564 Jackson Avenue, Bronx, NY, 10455","Public district, PK-8",719
3/10,Ps 6 West Farms,"1000 East Tremont Avenue, Bronx, NY, 10460","Public district, PK-5",534
3/10,Ps 9 Ryer Avenue Elementary School,"230 East 183rd Street, Bronx, NY, 10458","Public district, PK-5",845
3/10,Ps 16 Wakefield,"4550 Carpenter Avenue, Bronx, NY, 10470","Public district, PK-5",358
3/10,Ps 25 Bilingual School,"811 East 149th Street, Bronx, NY, 10455","Public district, PK-5",533
3/10,Ps 28 Mount Hope,"1861 Anthony Avenue, Bronx, NY, 10457","Public district, PK-5",719
3/10,Ps 30 Wilton,"510 East 141st Street, Bronx, NY, 10454","Public district, PK-5",553
3/10,Ps 44 David C Farragut,"1825 Prospect Avenue, Bronx, NY, 10457","Public district, PK-5",278
3/10,Ps 310 Marble Hill,"260 West Kingsbridge Road, Bronx, NY, 10463","Public district, PK-5",741
3/10,Ps 61 Francisco Oller,"1550 Crotona Park East, Bronx, NY, 10460","Public district, PK-5",285
3/10,Ps 62 Inocensio Casanova,"660 Fox Street, Bronx, NY, 10455","Public district, PK-5",699
3/10,Ps 114 Luis Lorens Torres School,"1155 Cromwell Avenue, Bronx, NY, 10452","Public district, K-5",737
3/10,Ps 73 Bronx,"1020 Anderson Avenue, Bronx, NY, 10452","Public district, PK-5",705
3/10,Ps 75,"984 Faile Street, Bronx, NY, 10459","Public district, PK-5",626
3/10,Ps 76 The Bennington School,"900 Adee Avenue, Bronx, NY, 10469","Public district, K-5",958
3/10,Ps 87,"1935 Bussing Avenue, Bronx, NY, 10466","Public district, K-5",587
3/10,Ps 93 Albert G Oliver,"1535 Story Avenue, Bronx, NY, 10473","Public district, PK-5",341
3/10,Ps 96 Richard Rodgers,"2385 Olinville Avenue, Bronx, NY, 10467","Public district, K-5",957
3/10,Jhs 98 Herman Ridder,"1619 Boston Road, Bronx, NY, 10460","Public district, 6-8",237
3/10,Ps 103 Hector Fontanez,"4125 Carpenter Avenue, Bronx, NY, 10466","Public district, K-5","1,135"
3/10,Ps 109 Sedgwick,"1771 Popham Avenue, Bronx, NY, 10453","Public district, PK-5",663
3/10,Ps 110 Theodore Schoenfeld,"580 Crotona Park South, Bronx, NY, 10456","Public district, PK-5",458
3/10,Ps 138 Samuel Randall,"2060 Lafayette Avenue, Bronx, NY, 10473","Public district, PK-5",711
