9/10,Koda Middle School,"970 New York 146, Clifton Park, NY, 12065","Public district, 6-8",783
9/10,Skaneateles Middle School,"35 East Street, Skaneateles, NY, 13152","Public district, 6-8",323
9/10,Skaneateles Senior High School,"49 East Elizabeth Street, Skaneateles, NY, 13152","Public district, 9-12",491
9/10,State Street Intermediate School,"72 State Street, Skaneateles, NY, 13152","Public district, 3-5",285
9/10,Smithtown High School West,"100 Central Road, Smithtown, NY, 11787","Public district, 9-12","1,662"
9/10,Starpoint High School,"4363 Mapleton Road, Lockport, NY, 14094","Public district, 9-12",831
9/10,Minnesauke Elementary School,"21 Highgate Drive, Setauket- East Setauket, NY, 11733","Public district, K-6",593
9/10,Nassakeag Elementary School,"490 Pond Path, Setauket- East Setauket, NY, 11733","Public district, K-6",551
9/10,Setauket Elementary School,"134 Main Street, Setauket- East Setauket, NY, 11733","Public district, K-6",623
9/10,Willits Elementary School,"99 Nana Place, Syosset, NY, 11791","Public district, K-5",336
9/10,Robbins Lane Elementary School,"157 Robbins Lane, Syosset, NY, 11791","Public district, K-5",457
9/10,South Woods Middle School,"99 Pell Lane, Syosset, NY, 11791","Public district, 6-8",728
9/10,Syosset Senior High School,"70 South Woods Road, Syosset, NY, 11791","Public district, 9-12","2,108"
9/10,Walt Whitman Elementary School,"482 Woodbury Road, Woodbury, NY, 11797","Public district, K-5",281
9/10,George Grant Mason Elementary School,"Box 2002, Tuxedo Park, NY, 10987","Public district, K-6",130
9/10,African Road Elementary School,"600 South Benita Boulevard, Vestal, NY, 13850","Public district, K-5",263
9/10,Vestal Hills Elementary School,"709 Country Club Road, Vestal, NY, 13850","Public district, K-5",339
9/10,Victor Senior High School,"953 High Street, Victor, NY, 14564","Public district, 9-12","1,386"
9/10,Clayton A Bouton High School,"432 New Salem Road, Voorheesville, NY, 12186","Public district, 9-12",379
9/10,Wantagh Senior High School,"3297 Beltagh Avenue, Wantagh, NY, 11793","Public district, 9-12",935
9/10,Transit Middle School,"8730 Transit Road, East Amherst, NY, 14051","Public district, 5-8",985
