,school,rating,type,students,grades,city,zip,state,zipcode,returns,single_returns,joint_returns,hoh_returns,agi,total_income,educator_expense_amount,returns_itemized,charitable_contributions
3470,Ps 182 Samantha Smith,3,Public district,759, K-5, Queens,11432,NY,11432.0,28240.0,13120.0,9630.0,4860.0,1382244.0,1398925.0,96.0,7510.0,26300.0
3471,Manhattan Comprehensive Night And Day High School,3,Public district,587, 10-12, New York,10003,NY,10003.0,28950.0,22020.0,5340.0,870.0,8764798.0,8866747.0,81.0,18060.0,362239.0
3472,Nathan T Hall School,3,Public district,355, PK-3, Newark Valley,13811,NY,13811.0,1970.0,860.0,840.0,220.0,101330.0,102343.0,12.0,400.0,949.0
3473,Newark Valley Middle School,3,Public district,361, 4-7, Newark Valley,13811,NY,13811.0,1970.0,860.0,840.0,220.0,101330.0,102343.0,12.0,400.0,949.0
3474,Balmville School,3,Public district,492, PK-5, Newburgh,12550,NY,12550.0,26010.0,12300.0,6880.0,6300.0,1487381.0,1503711.0,203.0,8020.0,26090.0
3475,Newburgh Free Academy Main Campus,3,Public district,"3,217", 9-12, Newburgh,12550,NY,12550.0,26010.0,12300.0,6880.0,6300.0,1487381.0,1503711.0,203.0,8020.0,26090.0
3476,South Middle School,3,Public district,769, 6-8, Newburgh,12550,NY,12550.0,26010.0,12300.0,6880.0,6300.0,1487381.0,1503711.0,203.0,8020.0,26090.0
3477,Newfield Middle School,3,Public district,168, 6-8, Newfield Hamlet,14867,NY,14867.0,2700.0,1360.0,970.0,350.0,130678.0,132401.0,15.0,580.0,1246.0
3478,Newfield Elementary School,3,Public district,415, PK-5, Newfield Hamlet,14867,NY,14867.0,2700.0,1360.0,970.0,350.0,130678.0,132401.0,15.0,580.0,1246.0
3479,Niagara Street School,3,Public district,612, PK-6, Niagara Falls,14303,NY,14303.0,2410.0,1330.0,420.0,630.0,73250.0,73696.0,0.0,140.0,385.0
3480,Marion G Vedder Elementary School,3,Public district,359, K-5, North Babylon,11703,NY,11703.0,9430.0,4950.0,3040.0,1230.0,642951.0,647725.0,102.0,4670.0,10570.0
3481,Roxboro Road Middle School,3,Public district,817, 5-7, Mattydale,13211,NY,13211.0,3290.0,1830.0,820.0,560.0,123480.0,124436.0,7.0,590.0,749.0
3482,Ohio Elementary School,3,Public district,506, K-6, North Tonawanda,14120,NY,14120.0,22840.0,11650.0,8680.0,2050.0,1334487.0,1349154.0,209.0,7110.0,16717.0
3483,Northville Elementary School,3,Public district,191, PK-5, Northville,12134,NY,12134.0,1810.0,850.0,760.0,180.0,107370.0,108607.0,18.0,490.0,1273.0
3484,John F Kennedy School,3,Public district,647, PK-6, Ogdensburg,13669,NY,13669.0,6270.0,2910.0,2280.0,960.0,329426.0,332620.0,53.0,1180.0,2871.0
3485,Olean Middle School,3,Public district,615, 4-7, Olean,14760,NY,14760.0,8130.0,4260.0,2730.0,960.0,404522.0,409364.0,74.0,1370.0,5324.0
3486,Claremont School,3,Public district,740, 3-5, Ossining,10562,NY,10562.0,16080.0,7820.0,5430.0,2480.0,1396945.0,1419765.0,175.0,7030.0,24977.0
3487,Fitzhugh Park Elementary School,3,Public district,419, K-6, Oswego,13126,NY,13126.0,14260.0,7110.0,5180.0,1720.0,819651.0,827147.0,136.0,3600.0,9354.0
3488,Leighton Elementary School,3,Public district,285, K-6, Oswego,13126,NY,13126.0,14260.0,7110.0,5180.0,1720.0,819651.0,827147.0,136.0,3600.0,9354.0
3489,Minetto Elementary School,3,Public district,438, K-6, Oswego,13126,NY,13126.0,14260.0,7110.0,5180.0,1720.0,819651.0,827147.0,136.0,3600.0,9354.0
3490,South Seneca Elementary School,3,Public district,320, PK-5, Interlaken,14847,NY,14847.0,1110.0,510.0,490.0,100.0,57979.0,58915.0,6.0,220.0,575.0
3491,Oxford Academy Primary School,3,Public district,327, PK-4, Oxford,13830,NY,13830.0,2090.0,930.0,870.0,260.0,101254.0,102457.0,14.0,370.0,601.0
3492,Palmyra Macedon Intermediate School,3,Public district,420, 3-5, Macedon,14502,NY,14502.0,5230.0,2350.0,2320.0,460.0,339004.0,344024.0,67.0,2070.0,5030.0
3493,Eagle Elementary School,3,Public district,593, K-5, Medford,11763,NY,11763.0,14800.0,7300.0,5000.0,2200.0,969804.0,978323.0,140.0,6540.0,14998.0
3494,Oakside School,3,Public district,534, 2-3, Peekskill,10566,NY,10566.0,12390.0,6500.0,3290.0,2340.0,708286.0,714925.0,91.0,4290.0,10365.0
3495,Peekskill High School,3,Public district,"1,054", 9-12, Peekskill,10566,NY,10566.0,12390.0,6500.0,3290.0,2340.0,708286.0,714925.0,91.0,4290.0,10365.0
3496,Circleville Elementary School,3,Public district,510, PK-5, Circleville,10919,NY,10919.0,610.0,290.0,260.0,70.0,45728.0,46228.0,7.0,280.0,730.0
3497,Poland Elementary School,3,Public district,304, PK-6, Poland,13431,NY,13431.0,900.0,380.0,410.0,90.0,54015.0,54562.0,8.0,230.0,333.0
3498,Port Byron Senior High School,3,Public district,433, 7-12, Port Byron,13140,NY,13140.0,1980.0,870.0,780.0,280.0,92795.0,93618.0,6.0,380.0,550.0
3499,Poughkeepsie High School,3,Public district,"1,127", 9-12, Poughkeepsie,12603,NY,12603.0,21340.0,10420.0,7900.0,2550.0,1620442.0,1638390.0,252.0,9700.0,26122.0
3500,Red Jacket Elementary School,3,Public district,359, PK-5, Shortsville,14548,NY,14548.0,1920.0,950.0,720.0,200.0,96675.0,97837.0,9.0,450.0,878.0
3501,Pulaski Street Elementary School,3,Public district,821, 5-6, Riverhead,11901,NY,11901.0,13150.0,6820.0,3740.0,2330.0,716039.0,723984.0,63.0,4260.0,10878.0
3502,Riverhead Middle School,3,Public district,849, 7-8, Riverhead,11901,NY,11901.0,13150.0,6820.0,3740.0,2330.0,716039.0,723984.0,63.0,4260.0,10878.0
3503,School 15 Children S School Of Rochester,3,Public district,355, PK-6, Rochester,14610,NY,14610.0,7610.0,4640.0,2330.0,470.0,893256.0,910607.0,80.0,3250.0,23005.0
3504,School 2 Clara Barton,3,Public district,386, PK-6, Rochester,14608,NY,14608.0,4790.0,2690.0,530.0,1490.0,140085.0,141602.0,14.0,430.0,1286.0
3505,School 5 John Williams,3,Public district,658, PK-8, Rochester,14608,NY,14608.0,4790.0,2690.0,530.0,1490.0,140085.0,141602.0,14.0,430.0,1286.0
3506,School 9 Dr Martin Luther King Jr,3,Public district,689, PK-6, Rochester,14605,NY,14605.0,4090.0,1950.0,430.0,1660.0,96658.0,97227.0,0.0,180.0,1068.0
3507,School 58 World Of Inquiry School,3,Public district,892, K-12, Rochester,14605,NY,14605.0,4090.0,1950.0,430.0,1660.0,96658.0,97227.0,0.0,180.0,1068.0
3508,School Of The Arts,3,Public district,"1,139", 7-12, Rochester,14607,NY,14607.0,8190.0,6700.0,920.0,420.0,443091.0,451787.0,54.0,1390.0,6447.0
3509,Louis V Denti Elementary School,3,Public district,532, K-6, Rome,13440,NY,13440.0,18170.0,9180.0,6090.0,2560.0,978118.0,988069.0,146.0,3970.0,10042.0
3510,Lyndon H Strough Middle School,3,Public district,765, 7-8, Rome,13440,NY,13440.0,18170.0,9180.0,6090.0,2560.0,978118.0,988069.0,146.0,3970.0,10042.0
3511,Ridge Mills Elementary School,3,Public district,357, K-6, Rome,13440,NY,13440.0,18170.0,9180.0,6090.0,2560.0,978118.0,988069.0,146.0,3970.0,10042.0
3512,John E Joy Elementary School,3,Public district,347, K-6, Rome,13440,NY,13440.0,18170.0,9180.0,6090.0,2560.0,978118.0,988069.0,146.0,3970.0,10042.0
3513,Marbletown Elementary School,3,Public district,317, PK-3, Stone Ridge,12484,NY,12484.0,1420.0,680.0,580.0,140.0,117042.0,119280.0,16.0,650.0,1792.0
3514,Washington Rose School,3,Public district,776, PK-6, Roosevelt,11575,NY,11575.0,9310.0,4800.0,1520.0,2790.0,382760.0,385003.0,37.0,2860.0,9172.0
3515,Roxbury Central School,3,Public district,279, PK-12, Roxbury,12474,NY,12474.0,540.0,260.0,220.0,50.0,33329.0,33772.0,0.0,180.0,338.0
3516,Royalton-Hartland Elementary School,3,Public district,512, PK-4, Gasport,14067,NY,14067.0,2470.0,1160.0,1030.0,240.0,133394.0,134806.0,19.0,700.0,1468.0
3517,Bloomingdale School,3,Public district,139, K-5, Saranac Lake,12983,NY,12983.0,3590.0,1990.0,1170.0,340.0,212450.0,216654.0,31.0,910.0,2573.0
3518,Hamilton Elementary School,3,Public district,460, PK-5, Schenectady,12303,NY,12303.0,15070.0,7300.0,5290.0,2190.0,977360.0,988746.0,107.0,5280.0,11947.0
3519,Schenectady High School,3,Public district,"2,646", 9-12, Schenectady,12308,NY,12308.0,6390.0,3430.0,1380.0,1470.0,274327.0,276879.0,27.0,1360.0,3078.0
3520,Van Corlaer School,3,Public district,389, PK-5, Schenectady,12306,NY,12306.0,14110.0,7310.0,4670.0,1830.0,821972.0,829270.0,99.0,4800.0,9223.0
3521,Elizabeth Cady Stanton Elementary School,3,Public district,276, 3-5, Seneca Falls,13148,NY,13148.0,4980.0,2510.0,1800.0,580.0,263103.0,266654.0,41.0,1160.0,3337.0
3522,Sharon Springs Central School,3,Public district,241, K-12, Sharon Springs,13459,NY,13459.0,950.0,440.0,370.0,100.0,46183.0,46846.0,0.0,210.0,336.0
3523,Woodrow Wilson Elementary School,3,Public district,297, 3-5, Buffalo,14212,NY,14212.0,4330.0,2170.0,1010.0,1070.0,122606.0,123452.0,7.0,330.0,629.0
3524,Sodus High School,3,Public district,470, 7-12, Sodus,14551,NY,14551.0,2520.0,1230.0,880.0,360.0,115543.0,117599.0,12.0,430.0,812.0
3525,Solvay Elementary School,3,Public district,479, K-4, Syracuse,13209,NY,13209.0,6850.0,3620.0,2160.0,950.0,338510.0,341825.0,35.0,1870.0,4255.0
3526,Birchwood Intermediate School,3,Public district,665, 3-5, Huntington Station,11746,NY,11746.0,34150.0,16450.0,12760.0,4310.0,3593339.0,3653923.0,346.0,16510.0,58251.0
3527,Maplewood Intermediate School,3,Public district,655, 3-5, Huntington,11743,NY,11743.0,22470.0,11150.0,9020.0,1800.0,3924238.0,3995165.0,284.0,13180.0,63467.0
3528,Southampton Elementary School,3,Public district,512, PK-4, Southampton,11968,NY,11968.0,5390.0,2870.0,1850.0,530.0,823075.0,840273.0,40.0,2380.0,20184.0
3529,Spencer Van Etten Elementary School,3,Public district,354, PK-4, Van Etten,14889,NY,14889.0,690.0,310.0,260.0,90.0,32125.0,32477.0,0.0,110.0,116.0
3530,Eldorado Elementary School,3,Public district,489, 3-6, Spring Valley,10977,NY,10977.0,24460.0,10160.0,9480.0,4370.0,1471201.0,1489277.0,180.0,7130.0,92572.0
3531,Grandview Elementary School,3,Public district,509, K-3, Monsey,10952,NY,10952.0,12620.0,3560.0,8000.0,860.0,1235734.0,1261023.0,159.0,4280.0,148503.0
3532,Ramapo High School,3,Public district,"1,389", 9-12, Spring Valley,10977,NY,10977.0,24460.0,10160.0,9480.0,4370.0,1471201.0,1489277.0,180.0,7130.0,92572.0
3533,Summit Park Elementary School,3,Public district,540, K-3, New City,10956,NY,10956.0,16060.0,6960.0,7430.0,1330.0,2028943.0,2060837.0,290.0,9520.0,36989.0
3534,Heritage Heights Elementary School,3,Public district,360, K-5, Buffalo,14228,NY,14228.0,9620.0,5160.0,3340.0,940.0,628723.0,638922.0,67.0,2940.0,8767.0
3535,Edward Smith K 8 School,3,Public district,744, PK-8, Syracuse,13210,NY,13210.0,6180.0,3900.0,1170.0,980.0,267760.0,271923.0,38.0,1130.0,3795.0
3536,Frazer K 8 School,3,Public district,921, PK-8, Syracuse,13204,NY,13204.0,7940.0,4660.0,950.0,2210.0,256064.0,259043.0,30.0,710.0,1612.0
3537,Huntington K 8 School,3,Public district,965, PK-8, Syracuse,13206,NY,13206.0,8360.0,4920.0,1780.0,1470.0,331525.0,334805.0,44.0,1460.0,2907.0
3538,Nottingham High School,3,Public district,"1,362", 9-12, Syracuse,13224,NY,13224.0,4190.0,2190.0,1210.0,690.0,301424.0,306950.0,33.0,1410.0,6661.0
3539,Roberts K 8 School,3,Public district,691, PK-8, Syracuse,13207,NY,13207.0,5980.0,3100.0,1280.0,1440.0,261562.0,265578.0,52.0,1260.0,3731.0
3540,L P Quinn Elementary School,3,Public district,466, PK-6, Tupper Lake,12986,NY,12986.0,2640.0,1280.0,920.0,400.0,140002.0,141987.0,18.0,490.0,1081.0
3541,Unadilla Elementary School,3,Public district,377, K-5, Unadilla,13849,NY,13849.0,2030.0,990.0,740.0,250.0,97892.0,98943.0,11.0,370.0,1070.0
3542,California Avenue Elementary School,3,Public district,864, K-5, Uniondale,11553,NY,11553.0,14770.0,7660.0,2740.0,4040.0,655770.0,659898.0,60.0,4910.0,15358.0
3543,Watson Williams Elementary School,3,Public district,725, K-6, Utica,13501,NY,13501.0,15500.0,8100.0,4190.0,3040.0,602903.0,610169.0,80.0,2280.0,5822.0
3544,General Herkimer Elementary School,3,Public district,721, K-6, Utica,13502,NY,13502.0,14360.0,7740.0,4060.0,2330.0,630699.0,637418.0,81.0,2520.0,5315.0
3545,Thomas Jefferson Elementary School,3,Public district,561, K-6, Utica,13502,NY,13502.0,14360.0,7740.0,4060.0,2330.0,630699.0,637418.0,81.0,2520.0,5315.0
3546,Senator James H Donovan Middle School,3,Public district,716, 7-8, Utica,13502,NY,13502.0,14360.0,7740.0,4060.0,2330.0,630699.0,637418.0,81.0,2520.0,5315.0
3547,Thomas R Proctor High School,3,Public district,"2,727", 9-12, Utica,13501,NY,13501.0,15500.0,8100.0,4190.0,3040.0,602903.0,610169.0,80.0,2280.0,5822.0
3548,Townsend Elementary School,3,Public district,476, PK-5, Walton,13856,NY,13856.0,2630.0,1300.0,980.0,300.0,123729.0,125182.0,17.0,460.0,1245.0
3549,Myers Corners School,3,Public district,766, K-6, Wappingers Falls,12590,NY,12590.0,18870.0,9270.0,7010.0,2150.0,1375576.0,1387909.0,181.0,7780.0,18947.0
3550,Vassar Road Elementary School,3,Public district,346, K-3, Poughkeepsie,12603,NY,12603.0,21340.0,10420.0,7900.0,2550.0,1620442.0,1638390.0,252.0,9700.0,26122.0
3551,Warsaw Elementary School,3,Public district,361, K-5, Warsaw,14569,NY,14569.0,2870.0,1420.0,1120.0,280.0,146777.0,149305.0,16.0,630.0,1822.0
3552,Little Britain Elementary School,3,Public district,442, 1-5, New Windsor,12553,NY,12553.0,13290.0,6510.0,4260.0,2180.0,875544.0,883754.0,137.0,5350.0,15116.0
3553,Taft Elementary School,3,Public district,722, K-5, Washingtonville,10992,NY,10992.0,4800.0,2260.0,1870.0,580.0,389523.0,393257.0,55.0,2360.0,6135.0
3554,Waterford Elementary School,3,Public district,419, K-6, Waterford,12188,NY,12188.0,5950.0,3020.0,2160.0,640.0,389234.0,394002.0,44.0,1930.0,4034.0
3555,Starbuck Elementary School,3,Public district,217, K-4, Watertown,13601,NY,13601.0,16150.0,7830.0,5670.0,2160.0,816630.0,826332.0,120.0,2850.0,8781.0
3556,South Bay School,3,Public district,283, K-5, West Babylon,11704,NY,11704.0,21100.0,10960.0,6580.0,3190.0,1359164.0,1369643.0,188.0,9260.0,21272.0
3557,Northwood Elementary School,3,Public district,568, PK-4, Buffalo,14224,NY,14224.0,21870.0,11640.0,8080.0,1680.0,1297326.0,1311123.0,192.0,7400.0,15195.0
3558,Winchester Elementary School,3,Public district,369, 1-5, Buffalo,14224,NY,14224.0,21870.0,11640.0,8080.0,1680.0,1297326.0,1311123.0,192.0,7400.0,15195.0
3559,Westfield Elementary School,3,Public district,314, PK-5, Westfield,14787,NY,14787.0,2200.0,1050.0,880.0,220.0,106503.0,108430.0,16.0,420.0,1366.0
3560,T J Connor Elementary School,3,Public district,303, K-5, Scottsville,14546,NY,14546.0,2490.0,1270.0,930.0,230.0,165798.0,168255.0,15.0,860.0,2952.0
3561,Wheelerville School,3,Public district,122, PK-8, Caroga Lake,12032,NY,12032.0,490.0,240.0,200.0,30.0,27613.0,27830.0,0.0,140.0,229.0
3562,Post Road School,3,Public district,655, K-5, White Plains,10606,NY,10606.0,8380.0,4180.0,2450.0,1580.0,749414.0,760032.0,62.0,3050.0,13141.0
3563,Caryl E Adams Primary School,3,Public district,453, PK-3, Lisle,13797,NY,13797.0,910.0,410.0,370.0,120.0,42105.0,42463.0,0.0,160.0,313.0
3564,Milton L Olive Middle School,3,Public district,784, 5-8, Wyandanch,11798,NY,11798.0,8810.0,4180.0,1530.0,2920.0,395151.0,397588.0,45.0,2960.0,8643.0
3565,Wyandanch Memorial High School,3,Public district,766, 9-12, Wyandanch,11798,NY,11798.0,8810.0,4180.0,1530.0,2920.0,395151.0,397588.0,45.0,2960.0,8643.0
3566,Riverside High School,3,Public district,951, 9-12, Yonkers,10701,NY,10701.0,29360.0,14150.0,5940.0,8720.0,1443479.0,1456853.0,186.0,8630.0,23284.0
3567,Foxfire School,3,Public district,518, PK-8, Yonkers,10701,NY,10701.0,29360.0,14150.0,5940.0,8720.0,1443479.0,1456853.0,186.0,8630.0,23284.0
3568,Gorton High School,3,Public district,"1,008", 9-12, Yonkers,10703,NY,10703.0,10840.0,5290.0,2690.0,2610.0,604049.0,608730.0,95.0,4010.0,10855.0
3569,Cross Hill Academy,3,Public district,687, PK-8, Yonkers,10703,NY,10703.0,10840.0,5290.0,2690.0,2610.0,604049.0,608730.0,95.0,4010.0,10855.0
3570,Roosevelt High School,3,Public district,956, 9-12, Yonkers,10710,NY,10710.0,14180.0,7030.0,4510.0,2210.0,1145710.0,1157339.0,197.0,7370.0,23890.0
3571,School 22,3,Public district,472, PK-6, Yonkers,10703,NY,10703.0,10840.0,5290.0,2690.0,2610.0,604049.0,608730.0,95.0,4010.0,10855.0
3572,York Central Elementary School,3,Public district,365, K-6, Piffard,14533,NY,14533.0,760.0,360.0,300.0,70.0,39479.0,40028.0,0.0,200.0,346.0
3573,Cordello Avenue Elementary School,3,Public district,616, 1-5, Central Islip,11722,NY,11722.0,19450.0,9680.0,4060.0,5340.0,856486.0,861279.0,78.0,6360.0,13622.0
3574,Holley Elementary School,3,Public district,550, PK-6, Holley,14470,NY,14470.0,3750.0,1810.0,1430.0,400.0,183260.0,184924.0,20.0,960.0,1808.0
3575,Ps 242 The Young Diplomats Magnet School,3,Public district,171, PK-5, New York,10027,NY,10027.0,27760.0,16980.0,4180.0,6000.0,1805900.0,1832013.0,161.0,7970.0,29205.0
3576,Is 313 School Of Leadership Development,3,Public district,317, 6-8, Bronx,10457,NY,10457.0,33210.0,16580.0,3870.0,12360.0,925867.0,933851.0,83.0,4880.0,12081.0
3577,Is 339,3,Public district,505, 6-8, Bronx,10457,NY,10457.0,33210.0,16580.0,3870.0,12360.0,925867.0,933851.0,83.0,4880.0,12081.0
3578,Ps 340,3,Public district,656, PK-5, Bronx,10468,NY,10468.0,36190.0,18800.0,5050.0,11840.0,1130171.0,1139152.0,119.0,6090.0,13722.0
3579,The Angelo Patri Middle School,3,Public district,523, 6-8, Bronx,10457,NY,10457.0,33210.0,16580.0,3870.0,12360.0,925867.0,933851.0,83.0,4880.0,12081.0
3580,Ps 396,3,Public district,336, PK-5, Bronx,10453,NY,10453.0,38520.0,19590.0,4480.0,13950.0,1053498.0,1062441.0,103.0,5470.0,12813.0
3581,Cedar Place Elementary School,3,Public district,644, PK-8, Yonkers,10705,NY,10705.0,18750.0,9000.0,4120.0,5300.0,920566.0,928718.0,102.0,5150.0,14489.0
3582,Cattaraugus Little Valley Primary School,3,Public district,348, PK-4, Cattaraugus,14719,NY,14719.0,1460.0,700.0,560.0,170.0,65759.0,66420.0,11.0,260.0,631.0
3583,Brighter Choice Charter School for Boys,3,Public charter,319, K-5, Albany,12206,NY,12206.0,6910.0,3820.0,1050.0,1940.0,232841.0,234727.0,19.0,880.0,2066.0
3584,Brighter Choice Charter School for Girls,3,Public charter,338, K-5, Albany,12206,NY,12206.0,6910.0,3820.0,1050.0,1940.0,232841.0,234727.0,19.0,880.0,2066.0
3585,King Center Charter School,3,Public charter,446, K-8, Buffalo,14215,NY,14215.0,16760.0,8480.0,2350.0,5530.0,530163.0,533584.0,45.0,1610.0,6619.0
3586,Gowanda Middle School,3,Public district,360, 5-8, Gowanda,14070,NY,14070.0,2290.0,1170.0,760.0,320.0,110736.0,111704.0,12.0,330.0,827.0
3587,Ps 199 The Shakespeare School,3,Public district,753, PK-5, Bronx,10452,NY,10452.0,36880.0,18670.0,4570.0,13170.0,1055865.0,1064279.0,94.0,5560.0,13479.0
3588,In Tech Academy Aka Ms High School 368,3,Public district,993, 6-12, New York,10463,NY,10463.0,34270.0,18110.0,7600.0,7670.0,2286185.0,2312590.0,367.0,12290.0,51438.0
3589,Ms 266 Park Place Community Middle School,3,Public district,161, 6-8, Brooklyn,11217,NY,11217.0,20720.0,13470.0,4560.0,2170.0,2851362.0,2897328.0,118.0,10700.0,33920.0
3590,Ps 188 The Island School,3,Public district,431, PK-8, New York,10002,NY,10002.0,42290.0,25770.0,10170.0,5480.0,2489499.0,2523419.0,118.0,10390.0,32728.0
3591,Ps Is 323,3,Public district,565, PK-8, Brooklyn,11212,NY,11212.0,38960.0,18680.0,3960.0,15540.0,1270618.0,1278075.0,111.0,7760.0,25426.0
3592,Secondary School For Law,3,Public district,451, 9-12, Brooklyn,11215,NY,11215.0,33120.0,18890.0,10820.0,2400.0,4886040.0,4980229.0,329.0,17700.0,70030.0
3593,School For International Studies,3,Public district,633, 6-12, Brooklyn,11201,NY,11201.0,33550.0,20950.0,9290.0,2350.0,6976637.0,7085009.0,155.0,20650.0,112414.0
3594,Middle College High School At Laguardia Community,3,Public district,507, 9-12, Queens,11101,NY,11101.0,20950.0,13050.0,4750.0,2550.0,1929483.0,1950293.0,80.0,8600.0,16083.0
3595,Martin Avenue Elementary School,3,Public district,278, K-6, Bellmore,11710,NY,11710.0,18080.0,8680.0,7630.0,1380.0,1909732.0,1934717.0,346.0,10170.0,29795.0
3596,Ausable Valley Middle School,3,Public district,176, 7-8, Keeseville,12924,,,,,,,,,,,
3597,"High School for Law, Advocacy and Community Justice",3,Public district,462, 9-12, New York,10023,NY,10023.0,34400.0,21760.0,9810.0,1670.0,13623617.0,13798656.0,140.0,23560.0,404349.0
3598,Thurgood Marshall Academy For Learning And Social,3,Public district,534, 6-12, New York,10030,NY,10030.0,13870.0,8400.0,1320.0,3850.0,616731.0,624275.0,66.0,3130.0,9405.0
3599,Ms 302 Luisa Dessus Cruz,3,Public district,481, 6-8, Bronx,10455,NY,10455.0,18080.0,8900.0,2200.0,6780.0,533166.0,537258.0,51.0,2730.0,5813.0
3600,School Of Performing Arts,3,Public district,304, 6-8, Bronx,10459,NY,10459.0,21610.0,10790.0,2530.0,8020.0,643553.0,648224.0,63.0,3540.0,7914.0
3601,Bronx High School Law And Community Services,3,Public district,414, 9-12, Bronx,10458,NY,10458.0,34640.0,17740.0,4990.0,11500.0,1036839.0,1045478.0,101.0,5250.0,11343.0
3602,Ps 92 Adrian Hegeman,3,Public district,423, PK-5, Brooklyn,11226,NY,11226.0,52880.0,28850.0,7270.0,15610.0,2260541.0,2285813.0,220.0,13130.0,37939.0
3603,Waverly Middle School,3,Public district,434, 5-8, Waverly,14892,NY,14892.0,3610.0,1790.0,1280.0,480.0,174729.0,176447.0,18.0,610.0,1207.0
3604,Buffalo United Charter School,3,Public charter,717, K-8, Buffalo,14214,NY,14214.0,7740.0,4440.0,1860.0,1270.0,423288.0,431532.0,70.0,1560.0,6703.0
3605,Enterprise Charter School,3,Public charter,405, K-8, Buffalo,14203,NY,14203.0,890.0,630.0,100.0,130.0,52117.0,52931.0,0.0,170.0,328.0
3606,Harvey Milk High School,3,Public district,62, 9-12, New York,10003,NY,10003.0,28950.0,22020.0,5340.0,870.0,8764798.0,8866747.0,81.0,18060.0,362239.0
3607,Bronx Academy Of Letters,3,Public district,577, 6-12, Bronx,10451,NY,10451.0,23750.0,12220.0,2610.0,8600.0,798898.0,804450.0,90.0,4470.0,11798.0
3608,Ps 63 Author S Academy,3,Public district,582, PK-5, Bronx,10456,NY,10456.0,40930.0,20310.0,4610.0,15510.0,1130812.0,1140125.0,104.0,5820.0,14620.0
3609,Luisa Piniero Fuentes School of Science and Discovery,3,Public district,444, K-5, Bronx,10468,NY,10468.0,36190.0,18800.0,5050.0,11840.0,1130171.0,1139152.0,119.0,6090.0,13722.0
3610,Park Slope Collegiate,3,Public district,660, 6-12, Brooklyn,11215,NY,11215.0,33120.0,18890.0,10820.0,2400.0,4886040.0,4980229.0,329.0,17700.0,70030.0
3611,Brooklyn Academy of Science and the Environment,3,Public district,368, 9-12, Brooklyn,11225,NY,11225.0,31110.0,18610.0,4410.0,7340.0,1618463.0,1638158.0,212.0,8870.0,37901.0
